REGION,PROVINCIA,COMUNA,NOM_REGION,NOM_PROVIN,NOM_COMUNA,TOTAL_VIVI,PARTICULAR,POR_PART,COLECTIVAS,POR_COLE,TOTAL_PERS,POR_HOMBRES,HOMBRES,POR_MUJERES,MUJERES,DENSIDAD,MEDIA_MAS,INDICE_MAS,INDICE_DEP,IND_DEP_JU,IND_DEP_VE,CUT,PERSONAS_0,Porc_0_5,PERSONAS_6,Porc_6_14,PERSONAS_1,Porc_15_64,PERSONAS_M,Porc_mas_65,PERSONAS_E,Porc_MIGR,PNac_MIG,PUEBLOS_IN,Porc_IND,PNac_IND,TOTAL_VIV_,TOTAL_VI_1,VIV_OCUPA_,TOTAL_VI_2,CANTIDAD_H,VIV_TIPO_C,vTip_Casa,VIV_TIPO_D,vTip_Dep,vOtro_Tip,VIV_TIPO_T,VIV_TIPO_P,VIV_TIPO_M,VIV_TIPO_1,VIV_TIPO_O,VIV_PARED_,VIV_PARE_1,VIV_PARE_2,VIV_PARE_3,VIV_PARE_4,VIV_PARE_5,VIV_TECHO_,VIV_TECH_1,VIV_TECH_2,VIV_TECH_3,VIV_TECH_4,VIV_TECH_5,VIV_TECH_6,VIV_PISO_P,VIV_PISO_R,VIV_PISO_B,VIV_PISO_C,VIV_PISO_T,VIV_MATERI,Mat_Acep,VIV_MATE_1,Mat_Recup,VIV_MATE_2,Mat_Irrecup,VIV_AGUA_R,vAguRedPUB,VIV_AGUA_P,vAguPOZO,VIV_AGUA_C,vAguCAMION,VIV_AGUA_1,vAguRIO,Escudo,Latitud,Longitud
8,83,8313,REGIÓN DEL BIOBÍO,BIOBÍO,YUMBEL,10248,10234,99.86338797814209,14,0.1366120218579235,21198,49.367864892914426,10465,50.632135107085574,10733,29.1,menor,97.5,53.6,27.6,26.0,8313,948,4.932618762682762,1699,8.840210208647692,13596,70.74249440657682,2976,15.484676622092723,23,0.1085008019624493,menor,812,3.830550051891688,menor,10219,14,7404,10233,7467,9673,94.65701144926118,7,0.06849985321460025,5.27448869752422,3,22,445,6,63,623,2209,3386,972,109,85,645,11,6640,18,1,54,5,6185,410,429,222,112,5231,71.30588876772083,1879,25.613413304252997,226,3.080697928026172,5392,73.11186440677966,1616,21.91186440677966,244,3.3084745762711867,123,1.6677966101694914,https://upload.wikimedia.org/wikipedia/commons/e/ed/Escudo_de_Yumbel.svg,-37.08834379,-72.61605176
8,83,8314,REGIÓN DEL BIOBÍO,BIOBÍO,ALTO BIOBÍO,2137,2107,98.59616284510997,30,1.4038371548900328,5923,51.257808542968085,3036,48.74219145703191,2887,2.8,menor,105.2,57.6,45.5,12.1,8314,607,10.775785549440796,946,16.793893129770993,3693,65.56009231315463,387,6.870229007633588,30,0.5065000844166808,menor,4899,82.71146378524396,mayor,2065,29,1716,2094,1736,1822,88.23244552058111,0,0.0,11.76755447941889,84,15,129,0,15,36,40,1124,409,22,75,102,1,1557,9,0,36,4,1385,31,86,46,155,1023,60.49674748669427,437,25.842696629213485,231,13.660555884092254,475,27.859237536656888,44,2.5806451612903225,19,1.1143695014662758,1167,68.4457478005865,https://upload.wikimedia.org/wikipedia/commons/c/c8/Comuna_de_Alto_Biob%C3%ADo.svg,-37.86544922,-71.34744999
9,91,9101,REGIÓN DE LA ARAUCANÍA,CAUTÍN,TEMUCO,104757,104553,99.80526361006902,204,0.19473638993098313,282415,47.5502363543013,134289,52.44976364569871,148126,606.2,menor,90.7,43.8,28.2,15.5,9101,17183,6.445115432943868,28103,10.541062620731044,194184,72.83584328876053,27135,10.17797865756456,2627,0.9301913850185011,menor,67111,23.763256200980827,mayor,103758,203,91716,103961,93925,87097,83.94244299234758,14237,13.721351606623102,2.336205401029318,18,621,610,25,1150,16702,28046,38932,6841,87,764,11464,5576,73687,202,7,202,57,84976,1685,3684,711,60,77767,85.66723214875852,12026,13.247703187997093,985,1.0850646632443985,87704,96.2236411910561,1458,1.5996313606740833,1837,2.01544774318127,147,0.16127970508853928,https://upload.wikimedia.org/wikipedia/commons/e/e2/Escudo_de_Temuco.svg,-38.67326298,-72.66776719
9,91,9102,REGIÓN DE LA ARAUCANÍA,CAUTÍN,CARAHUE,9598,9582,99.8332986038758,16,0.16670139612419255,24533,49.73708881914156,12202,50.26291118085844,12331,18.3,menor,99.0,58.3,35.0,23.2,9102,1579,6.9354767865770635,2717,11.933939473799798,15262,67.03562173321035,3209,14.09496200641279,16,0.06521827742224758,menor,9855,40.17038274976562,mayor,9551,16,7864,9567,7915,9189,96.2098209611559,59,0.6177363626845357,3.1724426761595623,4,36,216,4,43,236,222,5423,1619,19,293,279,10,7421,17,0,76,9,7005,178,434,126,56,5256,67.81060508321507,2109,27.209392336472714,386,4.980002580312218,5165,66.26892481395944,801,10.277136258660507,553,7.095201437002823,1275,16.358737490377212,https://upload.wikimedia.org/wikipedia/commons/c/cf/Municipio_de_Carahue.jpg,-38.61120391,-73.2695569
9,91,9103,REGIÓN DE LA ARAUCANÍA,CAUTÍN,CUNCO,8036,8024,99.85067197610752,12,0.14932802389248384,17526,50.011411617026134,8765,49.98858838297387,8761,9.3,menor,100.0,58.9,31.2,27.7,9103,879,5.713357166070848,1496,9.723756906077348,10434,67.81930451738707,2576,16.74358141046474,54,0.3081136597055803,menor,4949,28.23804633116513,mayor,7922,12,5948,7934,6011,7698,97.17243120424135,2,0.025246149962130777,2.8023226457965222,6,13,143,2,58,156,176,4419,1009,11,155,203,6,5635,14,0,56,7,5192,196,379,127,12,4178,70.94583121073187,1506,25.573102394294445,205,3.4810663949736793,3785,64.0873687775144,850,14.392143582797157,191,3.2339993227226547,1080,18.286488316965798,https://upload.wikimedia.org/wikipedia/commons/c/c2/Comuna_de_Cunco.svg,-38.97725396,-71.9922994
9,91,9104,REGIÓN DE LA ARAUCANÍA,CAUTÍN,CURARREHUE,3281,3269,99.63425784821702,12,0.365742151782993,7489,51.02149819735612,3821,48.978501802643876,3668,6.4,menor,104.2,56.1,36.4,19.7,9104,586,8.664793730592931,919,13.588644092858198,4446,65.7400561880822,812,12.006505988466657,118,1.5756442782748032,menor,4905,65.4960608893043,mayor,3269,11,2475,3280,2486,3143,96.1456102783726,3,0.09177118384827164,3.762618537779133,1,8,91,2,21,34,44,1874,419,8,88,75,1,2348,5,1,27,3,2169,59,148,68,17,1721,70.21623827009384,620,25.295797633618932,110,4.48796409628723,928,37.80040733197556,33,1.3441955193482689,14,0.5702647657841141,1480,60.28513238289206,https://upload.wikimedia.org/wikipedia/commons/1/14/Comuna_de_Curarrehue.svg,-39.33647153,-71.53915635
9,91,9105,REGIÓN DE LA ARAUCANÍA,CAUTÍN,FREIRE,9293,9284,99.90315291079307,9,0.09684708920692994,24606,50.4470454360725,12413,49.5529545639275,12193,28.1,menor,101.8,51.8,30.4,21.4,9105,1227,5.535504827212848,2598,11.720653252729406,15456,69.72841288459803,2885,13.015429035459714,24,0.0975371860521824,menor,12871,52.30838006990165,mayor,9199,9,7995,9208,8072,8913,96.89096640939232,4,0.043482987281226224,3.0655506033264572,14,33,198,4,33,149,443,5904,1177,24,277,329,3,7521,21,3,66,13,6951,323,463,172,39,5682,71.76960970064418,1888,23.847416950865227,347,4.38297334849059,4063,51.25520373407342,3206,40.44405197426517,363,4.579285984609562,295,3.721458307051848,https://upload.wikimedia.org/wikipedia/commons/1/12/Comuna_de_Freire.svg,-38.94952702,-72.57630407
9,91,9106,REGIÓN DE LA ARAUCANÍA,CAUTÍN,GALVARINO,4275,4271,99.90643274853801,4,0.09356725146198831,11996,50.28342780926975,6032,49.71657219073025,5964,21.1,menor,101.1,59.1,36.0,23.1,9106,808,7.322820373391335,1362,12.343665035345296,7436,67.39169838680442,1428,12.941816204458945,5,0.04168056018672891,menor,8250,68.7729243081027,mayor,4254,4,3766,4258,3794,4147,97.48472026328162,0,0.0,2.5152797367183837,3,7,82,0,15,68,186,2627,721,15,132,135,0,3563,11,4,23,2,3354,96,173,71,37,2553,68.77693965517241,983,26.481681034482758,176,4.741379310344827,1390,37.14591127739177,995,26.590058792089792,761,20.336718332442544,596,15.927311598075894,https://upload.wikimedia.org/wikipedia/commons/9/90/Escudo_de_Galvarino.png,-38.44821733,-72.79172831
9,91,9107,REGIÓN DE LA ARAUCANÍA,CAUTÍN,GORBEA,6119,6111,99.86925968295473,8,0.13074031704526884,14414,48.182322741778826,6945,51.817677258221174,7469,20.8,menor,93.0,53.9,28.1,25.8,9107,675,5.03318171650138,1270,9.46983819252852,9270,69.12236223995227,2196,16.374617851017824,38,0.2636325794366588,menor,2512,17.42750104065492,mayor,6109,8,5080,6117,5165,5973,97.77377639548207,7,0.11458503846783433,2.1116385660500896,3,8,93,1,24,163,178,3852,729,7,130,280,1,4732,13,1,33,2,4474,111,397,64,6,3727,74.080699662095,1150,22.85827867223216,154,3.0610216656728286,3679,72.85148514851485,594,11.762376237623762,138,2.732673267326733,639,12.653465346534654,https://upload.wikimedia.org/wikipedia/commons/a/a2/Comuna_de_Gorbea.svg,-39.17195119,-72.66961866
9,91,9108,REGIÓN DE LA ARAUCANÍA,CAUTÍN,LAUTARO,14125,14106,99.86548672566371,19,0.13451327433628318,38013,48.53076579065056,18448,51.46923420934944,19565,41.9,menor,94.3,51.3,33.6,17.7,9108,2246,6.564564213479862,3999,11.68819781376045,24415,71.35967732507162,3554,10.387560647688082,59,0.1552100597164128,menor,14088,37.06100544550549,mayor,13932,19,11844,13951,11974,13677,98.1696813092162,9,0.06459948320413438,1.7657192075796644,3,33,155,3,52,475,1363,7869,1831,34,224,587,9,11060,31,1,53,46,10129,485,833,278,36,8393,71.70439982913285,2991,25.553182400683465,321,2.7424177701836823,9058,76.94529391777098,1774,15.069656812776078,675,5.73394495412844,265,2.2511043153244987,https://upload.wikimedia.org/wikipedia/commons/4/4a/Escudo_de_Lautaro.svg,-38.54335933,-72.2890992
9,91,9109,REGIÓN DE LA ARAUCANÍA,CAUTÍN,LONCOCHE,10069,10061,99.92054821730063,8,0.07945178269937431,23612,48.71251905810605,11502,51.287480941893946,12110,24.2,menor,95.0,56.6,33.3,23.3,9109,1165,5.625030177200522,2373,11.457679493988701,14426,69.65380715561778,2747,13.263483173192988,21,0.08893782822293748,menor,7583,32.115026257835,mayor,10033,7,8173,10040,8238,9825,97.9268414233031,4,0.03986843416724808,2.0332901425296512,4,19,144,2,35,192,168,6336,1233,16,196,254,2,7796,18,0,58,16,7306,196,486,111,14,5978,73.89369592089,1861,23.003708281829418,251,3.102595797280593,6049,74.57773394156084,981,12.094686228578473,103,1.2698804093206757,978,12.057699420540008,https://upload.wikimedia.org/wikipedia/commons/5/56/Comuna_de_Loncoche.svg,-39.35628587,-72.58291416
9,91,9110,REGIÓN DE LA ARAUCANÍA,CAUTÍN,MELIPEUCO,2742,2724,99.34354485776805,18,0.6564551422319475,6138,50.358422939068106,3091,49.6415770609319,3047,5.5,menor,101.4,59.8,31.8,28.0,9110,283,5.180303862346696,617,11.294160717554458,3709,67.89309902983709,854,15.632436390261761,48,0.7820136852394917,menor,3081,50.19550342130987,mayor,2706,18,2088,2724,2115,2621,96.85883222468588,1,0.03695491500369549,3.104212860310426,2,8,57,0,17,44,39,1576,346,3,68,69,2,1982,5,0,18,0,1715,96,149,99,18,1380,66.99029126213593,591,28.689320388349515,89,4.320388349514563,1356,65.25505293551493,30,1.4436958614051971,12,0.5774783445620789,680,32.723772858517805,https://upload.wikimedia.org/wikipedia/commons/7/79/Comuna_de_Melipeuco.svg,-38.82464065,-71.61089247
9,91,9111,REGIÓN DE LA ARAUCANÍA,CAUTÍN,NUEVA IMPERIAL,12130,12112,99.85160758450124,18,0.1483924154987634,32510,48.8157490003076,15870,51.1842509996924,16640,44.5,menor,95.4,55.9,33.9,22.1,9111,1893,6.317159447373691,3644,12.160448508309416,20558,68.60441834078622,3871,12.917973703530668,44,0.13534297139341742,menor,18100,55.6751768686558,mayor,12058,17,10310,12075,10388,11766,97.57837120583844,9,0.07463924365566428,2.3469895505058957,18,44,173,6,42,301,667,7583,1358,26,308,355,4,9775,29,6,47,23,8909,359,644,236,74,7432,73.12801338187543,2319,22.818065531831152,412,4.053921086293418,7710,75.3886770313875,1380,13.493693165151072,922,9.015351520484991,215,2.102278282976435,https://upload.wikimedia.org/wikipedia/commons/a/ad/Escudo_de_La_Imperial.svg,-38.75159997,-72.97206109
9,91,9112,REGIÓN DE LA ARAUCANÍA,CAUTÍN,PADRE LAS CASAS,26158,26141,99.93501032189005,17,0.06498967810994724,76126,48.5983763760082,36996,51.401623623991796,39130,164.1,menor,94.5,48.3,33.9,14.4,9112,5218,7.264778770918609,9228,12.84771531200401,50935,70.91443209979673,6445,8.973073817280651,217,0.28505372671623364,menor,36985,48.58392664792581,mayor,26097,16,23098,26113,23334,23921,91.66187684408169,1706,6.537149863969038,1.8009732919492762,22,71,303,4,70,1719,5438,12520,2918,53,333,1299,272,21167,59,4,81,40,20003,890,1517,390,99,17231,75.57124687513705,5098,22.358668479452657,472,2.070084645410289,16937,73.96069868995633,3971,17.34061135371179,1776,7.755458515283843,216,0.943231441048035,https://upload.wikimedia.org/wikipedia/commons/3/38/Escudo_de_Padre_Las_Casas.svg,-38.7917117,-72.57884119
9,91,9113,REGIÓN DE LA ARAUCANÍA,CAUTÍN,PERQUENCO,2877,2876,99.96524157108098,1,0.03475842891901286,6905,49.167270094134686,3395,50.832729905865314,3510,20.8,menor,96.7,53.5,33.2,20.4,9113,409,6.560795636830285,678,10.875842155919154,4432,71.09400064164261,715,11.469361565607956,0,0.0,menor,3474,50.31136857349746,mayor,2875,1,2313,2876,2335,2817,97.98260869565217,0,0.0,2.017391304347825,3,5,38,5,7,41,120,1701,370,1,76,76,1,2221,2,0,6,1,2018,109,124,55,1,1644,71.50935189212701,577,25.097868638538497,78,3.3927794693344935,1673,72.3929035049762,488,21.116399826914755,94,4.067503245348334,56,2.4231934227607095,https://upload.wikimedia.org/wikipedia/commons/c/ca/Comuna_de_Perquenco.svg,-38.42827754,-72.43663594
9,91,9114,REGIÓN DE LA ARAUCANÍA,CAUTÍN,PITRUFQUÉN,10168,10147,99.79346970889064,21,0.2065302911093627,24837,48.576720215807065,12065,51.42327978419294,12772,43.0,menor,94.5,53.2,30.3,22.9,9114,1169,5.100571578166586,2307,10.065884200881364,16115,70.3128408743837,3328,14.52070334656835,44,0.17715505093207715,menor,8313,33.47022587268994,mayor,10143,21,8483,10164,8553,9894,97.54510499852115,25,0.24647540175490484,2.208419599723939,16,30,112,2,64,279,671,5965,1300,16,207,387,10,7955,9,0,43,22,7341,278,603,194,10,6018,71.77958015267176,2103,25.083492366412212,263,3.1369274809160306,6671,79.40721342697297,1341,15.962385430305917,128,1.5236281395072016,261,3.1067730032139034,https://upload.wikimedia.org/wikipedia/commons/a/a7/Escudo_de_Pitrufqu%C3%A9n.svg,-39.08406273,-72.66380925
9,91,9115,REGIÓN DE LA ARAUCANÍA,CAUTÍN,PUCÓN,17356,17242,99.34316662825536,114,0.6568333717446416,28523,49.45482592995127,14106,50.54517407004874,14417,22.8,menor,97.8,46.9,30.9,16.0,9115,1814,6.968346650276583,3017,11.58958205285802,18653,71.6541180086048,2548,9.787953288260603,773,2.71009360866669,mayor,7702,27.0027696946324,mayor,17007,113,9104,17120,9209,14871,87.44046569059799,1808,10.630916681366497,1.9286176280355107,4,66,144,15,99,377,492,6678,1365,28,127,895,68,8029,13,4,40,3,8071,220,596,131,13,6701,74.53008564119675,2125,23.634745856968078,165,1.8351685018351684,6185,68.42571080871778,755,8.3526938820666,219,2.4228343843345503,1880,20.798760924881073,https://upload.wikimedia.org/wikipedia/commons/6/62/Escudo_de_Puc%C3%B3n.svg,-39.2701584,-71.79124648
9,91,9116,REGIÓN DE LA ARAUCANÍA,CAUTÍN,SAAVEDRA,5686,5672,99.75378121702427,14,0.24621878297572986,12450,49.2289156626506,6129,50.77108433734939,6321,31.8,menor,97.0,61.6,35.1,26.5,9116,736,6.374501992031872,1332,11.536462844275073,7630,66.0834921184826,1848,16.005543045210462,18,0.14457831325301204,menor,9604,77.14056224899598,mayor,5665,14,4285,5679,4319,5353,94.49249779346867,3,0.0529567519858782,5.454545454545453,12,20,241,1,35,66,70,3119,840,3,164,141,1,4039,19,2,49,4,3945,82,134,37,59,3004,71.20170656553685,981,23.251955439677648,234,5.546337994785494,1613,37.85496362356254,925,21.708519126965502,1204,28.256277869044826,519,12.18023938042713,https://upload.wikimedia.org/wikipedia/commons/a/a3/Escudo_de_Saavedra_%28Chile%29.svg,-38.83255475,-73.29553776
9,91,9117,REGIÓN DE LA ARAUCANÍA,CAUTÍN,TEODORO SCHMIDT,6442,6438,99.9379074821484,4,0.06209251785159888,15045,50.02326354270522,7526,49.976736457294784,7519,23.0,menor,100.1,58.9,32.3,26.5,9117,755,5.672000601006686,1312,9.856509653669896,9290,69.79190143490345,1954,14.679588310419952,8,0.053173811897640415,menor,7661,50.920571618477894,mayor,6430,4,5341,6434,5386,6203,96.46967340590979,2,0.031104199066874026,3.499222395023338,6,14,149,2,54,104,171,4012,716,14,311,151,1,5074,16,3,65,3,4781,121,249,125,31,3862,73.07473982970671,1059,20.037842951750235,364,6.887417218543046,2711,51.08347465611457,1853,34.91614848313549,227,4.277369511965329,516,9.723007348784623,https://upload.wikimedia.org/wikipedia/commons/9/99/Comuna_de_Teodoro_Schmidt.svg,-39.0054864,-73.12748657
9,91,9118,REGIÓN DE LA ARAUCANÍA,CAUTÍN,TOLTÉN,4153,4145,99.8073681675897,8,0.1926318324103058,9722,50.22629088664884,4883,49.77370911335116,4839,11.4,menor,100.9,56.4,31.7,24.7,9118,503,5.775634401194167,923,10.598231714318521,6006,68.96314157767827,1277,14.662992306809047,10,0.10285949393128986,menor,4166,42.85126517177535,mayor,4143,8,3339,4151,3367,4055,97.87593531257542,0,0.0,2.1240646874245783,1,5,57,1,24,48,69,2394,643,4,170,93,0,3184,5,1,35,4,3104,48,135,31,6,2321,70.12084592145015,802,24.229607250755286,187,5.649546827794562,1761,53.09014169430208,480,14.470907446487791,38,1.1456135061802835,1038,31.293337353029848,https://upload.wikimedia.org/wikipedia/commons/d/dd/Comuna_de_Tolt%C3%A9n.svg,-39.21696245,-73.06577537
9,91,9119,REGIÓN DE LA ARAUCANÍA,CAUTÍN,VILCÚN,11112,11101,99.90100791936645,11,0.09899208063354932,28151,49.28066498525807,13873,50.71933501474193,14278,19.9,menor,97.2,51.5,34.1,17.4,9119,1771,6.775316576762693,3207,12.269023298519453,18405,70.41202800413176,2756,10.543632120586098,34,0.12077723704308906,menor,9629,34.20482398493837,mayor,11045,11,9071,11056,9149,10867,98.38841104572205,8,0.0724309642372114,1.539157990040735,9,32,90,13,26,231,484,6609,1470,26,221,464,6,8497,9,3,36,4,7867,285,614,204,31,6450,71.99464225918071,2250,25.114410090411877,259,2.8909476504074116,6045,67.11446652603532,2114,23.470633951371155,474,5.26257355390252,374,4.152325968691018,https://upload.wikimedia.org/wikipedia/commons/d/d3/Comuna_de_Vilc%C3%BAn.svg,-38.7047212,-72.11650465
9,91,9120,REGIÓN DE LA ARAUCANÍA,CAUTÍN,VILLARRICA,28288,28215,99.74194004524887,73,0.2580599547511312,55478,49.02123364216446,27196,50.97876635783554,28282,42.9,menor,96.2,50.1,31.9,18.2,9120,3422,6.688035023257632,5901,11.533049290544502,36164,70.67974827033578,5679,11.099167415862096,581,1.0472619777208985,menor,14490,26.11846137207542,mayor,28049,73,18202,28122,18410,26340,93.90709116189525,1197,4.267531819316197,1.8253770187885436,7,95,238,1,171,941,1478,12941,2366,43,356,1560,86,16302,24,5,104,34,16307,338,1226,200,21,13777,76.4412140043278,3779,20.96765244409921,467,2.59113355157299,12816,70.83010942853984,2529,13.97700895324417,116,0.6410964960760472,2633,14.551785122139934,https://upload.wikimedia.org/wikipedia/commons/0/05/Escudo_de_Villarrica.svg,-39.30086695,-72.18283097
9,91,9121,REGIÓN DE LA ARAUCANÍA,CAUTÍN,CHOLCHOL,4213,4200,99.69143128412058,13,0.30856871587942086,11611,49.72009301524417,5773,50.27990698475584,5838,27.0,menor,98.9,59.0,36.5,22.5,9121,741,6.830752212389381,1386,12.77654867256637,7256,66.88790560471976,1465,13.504793510324484,18,0.15502540694169323,menor,8724,75.13564723107397,mayor,4198,13,3562,4211,3601,4086,97.3320628870891,0,0.0,2.6679371129109057,9,13,71,1,18,116,189,2402,722,12,109,158,1,3344,8,1,32,2,2987,158,249,90,54,2270,64.45201590005678,1081,30.692788188529246,171,4.855195911413969,1929,54.52232899943471,352,9.949123798756359,941,26.596947427925382,316,8.93159977388355,https://upload.wikimedia.org/wikipedia/commons/5/51/Comuna_de_Cholchol.svg,-38.58343301,-72.90238729
9,92,9201,REGIÓN DE LA ARAUCANÍA,MALLECO,ANGOL,19413,19366,99.75789419461186,47,0.24210580538814194,53262,48.08869362772709,25613,51.91130637227291,27649,44.5,menor,92.6,51.9,32.5,19.4,9201,3385,6.796097012528107,5800,11.644715708319948,34591,69.44868294249919,6032,12.110504336652747,137,0.2572190304532312,menor,6342,11.907175847696294,menor,19317,47,16959,19364,17194,18671,96.65579541336646,231,1.1958378630222084,2.148366723611332,1,53,253,3,105,1308,3240,10055,2014,126,164,1723,78,14989,52,2,27,13,14914,567,979,277,107,12977,77.26244343891403,3533,21.034770183376995,286,1.7027863777089782,15679,92.99525504151839,447,2.6512455516014235,184,1.0913404507710558,550,3.262158956109134,https://upload.wikimedia.org/wikipedia/commons/f/f4/Escudo_de_Angol.svg,-37.7687125,-72.79571425
9,92,9202,REGIÓN DE LA ARAUCANÍA,MALLECO,COLLIPULLI,9341,9322,99.79659565357028,19,0.20340434642971847,24598,49.044637775428896,12064,50.9553622245711,12534,18.8,menor,96.3,53.9,35.1,18.8,9202,1475,6.489221293444787,2916,12.828860536735592,15692,69.03651561812583,2647,11.645402551693797,16,0.06504593869420278,menor,6334,25.750060980567525,mayor,9267,18,7961,9285,8044,9002,97.14039063343046,17,0.18344663861012195,2.6761627279594222,2,18,180,2,46,262,562,5124,1583,31,366,445,4,7368,16,1,90,9,6831,230,619,190,44,5144,65.27918781725889,2280,28.934010152284262,456,5.786802030456853,6454,81.54137713202779,579,7.315224257738471,337,4.257738471257107,545,6.885660138976626,https://upload.wikimedia.org/wikipedia/commons/3/3e/Escudo_de_Collipulli.svg,-38.02644,-72.12478239
9,92,9203,REGIÓN DE LA ARAUCANÍA,MALLECO,CURACAUTÍN,8182,8166,99.8044487900269,16,0.1955512099731117,17413,48.101992764026875,8376,51.89800723597312,9037,10.5,menor,92.7,56.8,31.5,25.3,9203,811,5.251570290746617,1491,9.654859807032313,10891,70.52386194392281,2250,14.569707958298258,73,0.41922701429966114,menor,2171,12.467696548555676,menor,8086,16,6003,8102,6033,7930,98.07073954983923,14,0.17313875834776157,1.7561216918130071,6,5,80,1,50,158,198,4602,832,12,153,228,1,5688,5,0,34,2,5207,157,453,115,13,4335,73.2387227572225,1410,23.82159148504815,174,2.9396857577293463,4858,81.798282539148,432,7.273951843744738,133,2.239434248189931,516,8.688331368917327,https://upload.wikimedia.org/wikipedia/commons/c/c0/Escudo_de_Curacaut%C3%ADn.svg,-38.42715567,-71.77207022
9,92,9204,REGIÓN DE LA ARAUCANÍA,MALLECO,ERCILLA,2821,2818,99.89365473236441,3,0.10634526763559021,7733,49.359886201991465,3817,50.640113798008535,3916,15.5,menor,97.5,59.0,36.9,22.0,9204,406,6.007694584196508,713,10.550458715596331,4776,70.67179638946433,863,12.770050310742823,0,0.0,menor,3722,48.131384973490235,mayor,2809,3,2505,2812,2526,2672,95.12281950872196,1,0.0355998576005696,4.8415806336774665,3,23,103,2,5,78,87,1874,367,3,83,69,0,2410,1,0,10,1,2232,65,117,46,31,1834,73.95161290322581,527,21.25,119,4.798387096774193,1514,60.99919419822724,549,22.119258662369056,135,5.439161966156326,284,11.44238517324738,https://upload.wikimedia.org/wikipedia/commons/a/a8/Comuna_de_Ercilla.svg,-38.08284105,-72.35313749
9,92,9205,REGIÓN DE LA ARAUCANÍA,MALLECO,LONQUIMAY,4790,4771,99.60334029227558,19,0.39665970772442594,10251,52.151009657594386,5346,47.848990342405614,4905,2.6,mayor,109.0,52.2,33.2,19.0,9205,676,7.3025818299665115,1072,11.58042562385222,6504,70.26034352381981,1005,10.856649022361456,14,0.1365720417520242,menor,5359,52.277826553506976,mayor,4701,19,3290,4720,3317,4500,95.72431397574984,6,0.12763241863433314,4.148053605615829,10,4,121,1,59,80,69,2361,588,8,168,125,2,3085,7,0,40,7,2758,106,262,118,21,2116,65.16784724360949,922,28.39544194641207,209,6.436710809978442,1452,44.51256897608829,167,5.119558553034948,259,7.939914163090128,1384,42.42795830778663,https://upload.wikimedia.org/wikipedia/commons/7/7f/Comuna_de_Lonquimay.svg,-38.47332371,-71.23974101
9,92,9206,REGIÓN DE LA ARAUCANÍA,MALLECO,LOS SAUCES,3051,3043,99.73779088823336,8,0.2622091117666339,7265,49.64900206469374,3607,50.35099793530626,3658,8.5,menor,98.6,53.6,30.0,23.6,9206,291,4.658235953257563,604,9.668640947654875,4492,71.90651512726109,860,13.766607971826478,0,0.0,menor,1943,26.744666207845835,mayor,3019,8,2444,3027,2453,2937,97.28386883073865,1,0.033123550844650546,2.6830076184166955,0,9,58,1,13,89,291,1532,417,47,39,196,2,2189,17,0,17,7,1961,84,258,86,33,1553,64.81636060100166,757,31.594323873121873,86,3.589315525876461,1568,64.47368421052632,289,11.883223684210527,198,8.141447368421053,377,15.501644736842104,https://upload.wikimedia.org/wikipedia/commons/5/57/Escudo_de_Los_Sauces.svg,-37.98285571,-72.79690684
9,92,9207,REGIÓN DE LA ARAUCANÍA,MALLECO,LUMACO,3854,3847,99.81837052413077,7,0.1816294758692268,9548,51.60242982823628,4927,48.39757017176372,4621,8.6,menor,106.6,58.1,34.8,23.3,9207,460,5.4945054945054945,921,11.000955566172957,5904,70.52078356426182,1087,12.983755375059722,0,0.0,menor,4268,44.70046082949309,mayor,3841,7,3210,3848,3229,3709,96.56339494923198,0,0.0,3.436605050768023,4,6,105,0,17,61,100,2281,618,14,123,165,1,2990,8,1,20,11,2923,81,90,37,58,2250,70.77697389116075,734,23.08902170493866,195,6.134004403900597,1610,50.48604578237692,281,8.8115396676074,371,11.63374098463468,927,29.068673565380998,https://upload.wikimedia.org/wikipedia/commons/0/07/Plaza_Las_Banderas_de_Lumaco.jpg,-38.28714243,-73.04570053
9,92,9208,REGIÓN DE LA ARAUCANÍA,MALLECO,PURÉN,4809,4800,99.81285090455397,9,0.18714909544603867,11779,48.195941930554376,5677,51.804058069445624,6102,25.3,menor,93.0,57.3,34.0,23.3,9208,701,6.435916268821153,1273,11.68747704737422,7423,68.15093646713184,1495,13.725670216672786,0,0.0,menor,3181,27.005688088971898,mayor,4796,9,3966,4805,3989,4728,98.58215179316096,3,0.06255212677231026,1.3552960800667222,0,2,51,2,10,81,242,2814,701,13,98,248,1,3664,3,0,34,1,3511,70,289,54,17,2769,70.60173380928097,1013,25.82865884752677,140,3.5696073431922484,3121,79.1930981984268,104,2.638924130931236,294,7.460035523978685,422,10.707942146663283,https://upload.wikimedia.org/wikipedia/commons/d/dd/Escudo_de_Pur%C3%A9n.svg,-38.01214511,-73.05042117
