FID;FID_1;REGION;PROVINCIA;COMUNA;NOM_REGION;NOM_PROVIN;NOM_COMUNA;TOTAL_VIVI;PARTICULAR;COLECTIVAS;TOTAL_PERS;POR_HOMBRES;HOMBRES;POR_MUJERES;MUJERES;DENSIDAD;MEDIA_MAS;INDICE_MAS;INDICE_DEP;IND_DEP_JU;IND_DEP_VE;Shape__Are;Shape__Len
255;256;9;91;9105;REGIÓN DE LA ARAUCANÍA;CAUTÍN;FREIRE;9293;9284;9;24606;50.4;12413;49.6;12193;28.1;menor;101.8;51.8;30.4;21.4;1449369646;248960.5234
256;257;9;91;9106;REGIÓN DE LA ARAUCANÍA;CAUTÍN;GALVARINO;4275;4271;4;11996;50.3;6032;49.7;5964;21.1;menor;101.1;59.1;36;23.1;928215156;176700.6133
257;258;9;91;9107;REGIÓN DE LA ARAUCANÍA;CAUTÍN;GORBEA;6119;6111;8;14414;48.2;6945;51.8;7469;20.8;menor;93;53.9;28.1;25.8;1149790467;210702.8183
258;259;9;91;9108;REGIÓN DE LA ARAUCANÍA;CAUTÍN;LAUTARO;14125;14106;19;38013;48.5;18448;51.5;19565;41.9;menor;94.3;51.3;33.6;17.7;1485257377;288475.8365
259;260;9;91;9109;REGIÓN DE LA ARAUCANÍA;CAUTÍN;LONCOCHE;10069;10061;8;23612;48.7;11502;51.3;12110;24.2;menor;95;56.6;33.3;23.3;1628795364;282667.9687
260;261;9;91;9110;REGIÓN DE LA ARAUCANÍA;CAUTÍN;MELIPEUCO;2742;2724;18;6138;50.4;3091;49.6;3047;5.5;menor;101.4;59.8;31.8;28;1825384390;220281.8801
261;262;9;91;9111;REGIÓN DE LA ARAUCANÍA;CAUTÍN;NUEVA IMPERIAL;12130;12112;18;32510;48.8;15870;51.2;16640;44.5;menor;95.4;55.9;33.9;22.1;1200724581;222732.0237
262;263;9;91;9112;REGIÓN DE LA ARAUCANÍA;CAUTÍN;PADRE LAS CASAS;26158;26141;17;76126;48.6;36996;51.4;39130;164.1;menor;94.5;48.3;33.9;14.4;763485182.7;219600.663
263;264;9;91;9113;REGIÓN DE LA ARAUCANÍA;CAUTÍN;PERQUENCO;2877;2876;1;6905;49.2;3395;50.8;3510;20.8;menor;96.7;53.5;33.2;20.4;540513730.8;143680.7711
264;265;9;91;9114;REGIÓN DE LA ARAUCANÍA;CAUTÍN;PITRUFQUÉN;10168;10147;21;24837;48.6;12065;51.4;12772;43;menor;94.5;53.2;30.3;22.9;959745386.3;263912.6373
265;266;9;91;9115;REGIÓN DE LA ARAUCANÍA;CAUTÍN;PUCÓN;17356;17242;114;28523;49.5;14106;50.5;14417;22.8;menor;97.8;46.9;30.9;16;2084745938;269672.7223
266;267;9;91;9116;REGIÓN DE LA ARAUCANÍA;CAUTÍN;SAAVEDRA;5686;5672;14;12450;49.2;6129;50.8;6321;31.8;menor;97;61.6;35.1;26.5;643819229.3;149771.6765
267;268;9;91;9117;REGIÓN DE LA ARAUCANÍA;CAUTÍN;TEODORO SCHMIDT;6442;6438;4;15045;50.0;7526;50.0;7519;23;menor;100.1;58.9;32.3;26.5;1083850952;210875.5595
268;269;9;91;9118;REGIÓN DE LA ARAUCANÍA;CAUTÍN;TOLTÉN;4153;4145;8;9722;50.2;4883;49.8;4839;11.4;menor;100.9;56.4;31.7;24.7;1418067445;200683.6822
269;270;9;91;9119;REGIÓN DE LA ARAUCANÍA;CAUTÍN;VILCÚN;11112;11101;11;28151;49.3;13873;50.7;14278;19.9;menor;97.2;51.5;34.1;17.4;2326964864;328634.9645
270;271;9;91;9120;REGIÓN DE LA ARAUCANÍA;CAUTÍN;VILLARRICA;28288;28215;73;55478;49.0;27196;51.0;28282;42.9;menor;96.2;50.1;31.9;18.2;2158022033;286428.3578
271;272;9;91;9121;REGIÓN DE LA ARAUCANÍA;CAUTÍN;CHOLCHOL;4213;4200;13;11611;49.7;5773;50.3;5838;27;menor;98.9;59;36.5;22.5;703896181;150665.3629
272;273;9;92;9201;REGIÓN DE LA ARAUCANÍA;MALLECO;ANGOL;19413;19366;47;53262;48.1;25613;51.9;27649;44.5;menor;92.6;51.9;32.5;19.4;1916751652;310256.2398
273;274;9;92;9202;REGIÓN DE LA ARAUCANÍA;MALLECO;COLLIPULLI;9341;9322;19;24598;49.0;12064;51.0;12534;18.8;menor;96.3;53.9;35.1;18.8;2109220836;338567.1245
274;275;9;92;9203;REGIÓN DE LA ARAUCANÍA;MALLECO;CURACAUTÍN;8182;8166;16;17413;48.1;8376;51.9;9037;10.5;menor;92.7;56.8;31.5;25.3;2706477491;269373.6146
275;276;9;92;9204;REGIÓN DE LA ARAUCANÍA;MALLECO;ERCILLA;2821;2818;3;7733;49.4;3817;50.6;3916;15.5;menor;97.5;59;36.9;22;805995433.9;212005.2029
276;277;9;92;9205;REGIÓN DE LA ARAUCANÍA;MALLECO;LONQUIMAY;4790;4771;19;10251;52.2;5346;47.8;4905;2.6;menor;109;52.2;33.2;19;6426573130;449277.2184
277;278;9;92;9206;REGIÓN DE LA ARAUCANÍA;MALLECO;LOS SAUCES;3051;3043;8;7265;49.6;3607;50.4;3658;8.5;menor;98.6;53.6;30;23.6;1369293326;207025.0637
278;279;9;92;9207;REGIÓN DE LA ARAUCANÍA;MALLECO;LUMACO;3854;3847;7;9548;51.6;4927;48.4;4621;8.6;menor;106.6;58.1;34.8;23.3;1801725346;283707.9328
279;280;9;92;9208;REGIÓN DE LA ARAUCANÍA;MALLECO;PURÉN;4809;4800;9;11779;48.2;5677;51.8;6102;25.3;menor;93;57.3;34;23.3;748162078.9;170366.3534
280;281;9;92;9209;REGIÓN DE LA ARAUCANÍA;MALLECO;RENAICO;3928;3924;4;10250;48.4;4957;51.6;5293;38.6;menor;93.7;50.6;32.1;18.5;424376412;142091.2541
281;282;9;92;9210;REGIÓN DE LA ARAUCANÍA;MALLECO;TRAIGUÉN;7256;7242;14;18843;47.9;9019;52.1;9824;21;menor;91.8;56.7;32.4;24.3;1457396874;239201.1725
282;283;9;92;9211;REGIÓN DE LA ARAUCANÍA;MALLECO;VICTORIA;12828;12800;28;34182;48.0;16408;52.0;17774;27.1;menor;92.3;50.9;29.9;21;2047228794;246143
283;284;14;141;14101;REGIÓN DE LOS RÍOS;VALDIVIA;VALDIVIA;61192;60955;237;166080;48.4;80348;51.6;85732;171.5;menor;93.7;42.8;26.6;16.2;1638118308;675035.7902
284;285;14;141;14102;REGIÓN DE LOS RÍOS;VALDIVIA;CORRAL;2574;2563;11;5302;49.7;2635;50.3;2667;7.3;menor;98.8;52.6;28.8;23.8;1228398138;338809.1789
285;286;14;141;14103;REGIÓN DE LOS RÍOS;VALDIVIA;LANCO;6450;6433;17;16752;49.1;8224;50.9;8528;31.5;menor;96.4;54;33.6;20.4;894625572.7;194794.1562
286;287;14;141;14104;REGIÓN DE LOS RÍOS;VALDIVIA;LOS LAGOS;7913;7890;23;19634;49.7;9757;50.3;9877;11;menor;98.8;51.4;31.9;19.5;3042373339;401592.2459
287;288;14;141;14105;REGIÓN DE LOS RÍOS;VALDIVIA;MÁFIL;2712;2707;5;7095;49.2;3492;50.8;3603;12.3;menor;96.9;55.3;33.5;21.8;976636777.7;232832.9086
288;289;14;141;14106;REGIÓN DE LOS RÍOS;VALDIVIA;MARIQUINA;8417;8405;12;21278;49.8;10607;50.2;10671;16.4;menor;99.4;55.4;36.5;18.8;2180760010;470782.7281
289;290;14;141;14107;REGIÓN DE LOS RÍOS;VALDIVIA;PAILLACO;7626;7603;23;20188;49.9;10067;50.1;10121;22.4;menor;99.5;51.9;31.6;20.3;1541039597;261851.0379
290;291;14;141;14108;REGIÓN DE LOS RÍOS;VALDIVIA;PANGUIPULLI;16810;16752;58;34539;49.8;17199;50.2;17340;10.5;menor;99.2;51.9;32.4;19.5;5579645886;461350.409
291;292;14;142;14201;REGIÓN DE LOS RÍOS;RANCO;LA UNIÓN;15125;15088;37;38036;49.2;18729;50.8;19307;17.8;menor;97;52.8;31.2;21.6;3656178671;468285.2362
292;293;14;142;14202;REGIÓN DE LOS RÍOS;RANCO;FUTRONO;6500;6482;18;14665;49.5;7252;50.5;7413;7;menor;97.8;53.4;34.5;18.9;3602720948;403272.0996
293;294;14;142;14203;REGIÓN DE LOS RÍOS;RANCO;LAGO RANCO;5345;5335;10;9896;51.0;5045;49.0;4851;5.7;menor;104;54.8;31.7;23;3007888221;367260.2083
294;295;14;142;14204;REGIÓN DE LOS RÍOS;RANCO;RÍO BUENO;13312;13296;16;31372;49.4;15492;50.6;15880;14.4;menor;97.6;52.5;29.7;22.8;3764992815;432091.9061
295;296;10;101;10101;REGIÓN DE LOS LAGOS;LLANQUIHUE;PUERTO MONTT;93380;93172;208;245902;49.2;121019;50.8;124883;146.7;menor;96.9;43.4;31.2;12.2;2985827717;509090.6652
296;297;10;101;10102;REGIÓN DE LOS LAGOS;LLANQUIHUE;CALBUCO;13570;13534;36;33985;50.3;17104;49.7;16881;57.7;menor;101.3;51.7;32.3;19.4;1055391911;603170.086
297;298;10;101;10103;REGIÓN DE LOS LAGOS;LLANQUIHUE;COCHAMÓ;2240;2220;20;4023;54.6;2195;45.4;1828;1;mayor;120.1;48.7;24.8;23.9;7069885378;785253.9278
298;299;10;101;10104;REGIÓN DE LOS LAGOS;LLANQUIHUE;FRESIA;5262;5254;8;12261;50.4;6181;49.6;6080;9.6;menor;101.7;51.1;28.5;22.6;2250857747;330414.2005
299;300;10;101;10105;REGIÓN DE LOS LAGOS;LLANQUIHUE;FRUTILLAR;7909;7885;24;18428;49.3;9093;50.7;9335;22.2;menor;97.4;48.2;30.6;17.6;1459163295;205352.9024
300;301;10;101;10106;REGIÓN DE LOS LAGOS;LLANQUIHUE;LOS MUERMOS;7264;7257;7;17068;50.9;8681;49.1;8387;13.9;menor;103.5;53.1;30.4;22.7;2172787106;325806.0502
301;302;10;101;10107;REGIÓN DE LOS LAGOS;LLANQUIHUE;LLANQUIHUE;6135;6123;12;17591;49.0;8627;51.0;8964;40.5;menor;96.2;47.1;29.9;17.2;766379273.5;162528.4858
302;303;10;101;10108;REGIÓN DE LOS LAGOS;LLANQUIHUE;MAULLÍN;6630;6616;14;14216;50.9;7231;49.1;6985;17.6;menor;103.5;53;27.8;25.2;1446410127;417772.7461
303;304;10;101;10109;REGIÓN DE LOS LAGOS;LLANQUIHUE;PUERTO VARAS;17643;17541;102;44578;49.1;21878;50.9;22700;11.1;menor;96.4;46.6;32.3;14.3;7102566223;737441.5717
304;305;10;102;10201;REGIÓN DE LOS LAGOS;CHILOÉ;CASTRO;18021;17929;92;43807;49.0;21471;51.0;22336;93.4;menor;96.1;46.5;30.5;16;859404741.3;360384.0119
305;306;10;102;10202;REGIÓN DE LOS LAGOS;CHILOÉ;ANCUD;16959;16925;34;38991;48.8;19029;51.2;19962;22.3;menor;95.3;49.9;29.9;20;3153589606;699050.9882
306;307;10;102;10203;REGIÓN DE LOS LAGOS;CHILOÉ;CHONCHI;6706;6689;17;14858;50.1;7445;49.9;7413;10.8;menor;100.4;45.3;28.7;16.6;2528748510;303343.5196
307;308;10;102;10204;REGIÓN DE LOS LAGOS;CHILOÉ;CURACO DE VÉLEZ;1693;1687;6;3829;48.4;1853;51.6;1976;48.1;menor;93.8;56.3;32.3;24;145772615.3;65125.89978
308;309;10;102;10205;REGIÓN DE LOS LAGOS;CHILOÉ;DALCAHUE;5659;5615;44;13762;50.2;6913;49.8;6849;11.2;menor;100.9;49;32;17;2250612477;362976.1077
309;310;10;102;10206;REGIÓN DE LOS LAGOS;CHILOÉ;PUQUELDÓN;1641;1623;18;3921;50.3;1973;49.7;1948;40.8;menor;101.3;52.6;27.4;25.2;177490748.6;97718.63621
310;311;10;102;10207;REGIÓN DE LOS LAGOS;CHILOÉ;QUEILÉN;2450;2431;19;5385;51.5;2773;48.5;2612;16.3;menor;106.2;49.8;30.2;19.6;615108764;259289.5059
311;312;10;102;10208;REGIÓN DE LOS LAGOS;CHILOÉ;QUELLÓN;11003;10946;57;27192;51.0;13857;49.0;13335;8.1;menor;103.9;43.9;33.5;10.4;6291297325;1166512.89
312;313;10;102;10209;REGIÓN DE LOS LAGOS;CHILOÉ;QUEMCHI;3860;3832;28;8352;51.6;4308;48.4;4044;18.9;menor;106.5;52.9;29.2;23.7;802604001;460274.696
313;314;10;102;10210;REGIÓN DE LOS LAGOS;CHILOÉ;QUINCHAO;3566;3530;36;8088;48.7;3941;51.3;4147;51.2;menor;95;53.1;30.1;23.1;291215727.4;290462.8989
314;315;10;103;10301;REGIÓN DE LOS LAGOS;OSORNO;OSORNO;60132;60059;73;161460;47.8;77155;52.2;84305;168.7;menor;91.5;47.1;29.8;17.2;1658706044;326707.9211
315;316;10;103;10302;REGIÓN DE LOS LAGOS;OSORNO;PUERTO OCTAY;4099;4081;18;8999;52.5;4721;47.5;4278;5;menor;110.4;47.1;28.6;18.5;3145091513;370381.0227
316;317;10;103;10303;REGIÓN DE LOS LAGOS;OSORNO;PURRANQUE;7873;7857;16;20369;49.0;9976;51.0;10393;14;menor;96;53.7;30.8;22.9;2544969192;436778.6356
317;318;10;103;10304;REGIÓN DE LOS LAGOS;OSORNO;PUYEHUE;4911;4893;18;11667;51.1;5958;48.9;5709;7.1;menor;104.4;49.2;28.5;20.7;2861396384;410786.5737
318;319;10;103;10305;REGIÓN DE LOS LAGOS;OSORNO;RÍO NEGRO;5670;5662;8;14085;50.1;7051;49.9;7034;11.1;menor;100.2;53.3;29.8;23.5;2212325420;385872.4605
319;320;10;103;10306;REGIÓN DE LOS LAGOS;OSORNO;SAN JUAN DE LA COSTA;5314;5309;5;7512;53.4;4011;46.6;3501;4.9;mayor;114.6;55.8;27.3;28.4;2630425915;328155.2382
320;321;10;103;10307;REGIÓN DE LOS LAGOS;OSORNO;SAN PABLO;4235;4229;6;10030;49.6;4978;50.4;5052;15.9;menor;98.5;54.4;29;25.4;1084334329;232810.1265
321;322;10;104;10401;REGIÓN DE LOS LAGOS;PALENA;CHAITÉN;2221;2161;60;5071;59.5;3016;40.5;2055;0.6;mayor;146.8;37.5;23.9;13.6;15552755015;1410514.576
322;323;10;104;10402;REGIÓN DE LOS LAGOS;PALENA;FUTALEUFÚ;1433;1409;24;2623;52.4;1375;47.6;1248;2.1;menor;110.2;43.6;26.2;17.4;2325351603;304755.9041
323;324;10;104;10403;REGIÓN DE LOS LAGOS;PALENA;HUALAIHUÉ;4439;4418;21;8944;52.6;4701;47.4;4243;3.1;menor;110.8;49.9;33.4;16.5;5268254767;811101.654
324;325;10;104;10404;REGIÓN DE LOS LAGOS;PALENA;PALENA;1002;999;3;1711;51.8;886;48.2;825;0.6;menor;107.4;49.2;26.2;23;5077216797;499055.6648
325;326;11;111;11101;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;COYHAIQUE;COYHAIQUE;23999;23863;136;57818;49.7;28763;50.3;29055;7.9;menor;99;47.5;34.4;13.1;14834742764;1019026.965
326;327;11;111;11102;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;COYHAIQUE;LAGO VERDE;606;592;14;852;58.0;494;42.0;358;0.2;mayor;138;46.6;26.2;20.5;10678330699;779258.4518
327;328;11;112;11201;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;AYSÉN;AYSÉN;9617;9496;121;23959;53.1;12719;46.9;11240;0.8;mayor;113.2;46.9;34.2;12.6;61944075458;13196260.09
328;329;11;112;11202;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;AYSÉN;CISNES;2940;2806;134;6517;60.2;3922;39.8;2595;0.4;mayor;151.1;35.4;25.6;9.8;30225633305;9570064.769
329;330;11;112;11203;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;AYSÉN;GUAITECAS;690;677;13;1843;63.3;1166;36.7;677;2.9;mayor;172.2;32.4;23.8;8.6;1211369796;1279899.639
330;331;11;113;11301;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;CAPITÁN PRAT;COCHRANE;1771;1726;45;3490;54.5;1902;45.5;1588;0.4;mayor;119.8;43.4;29.9;13.5;18804271745;868268.3405
331;332;11;113;11302;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;CAPITÁN PRAT;O'HIGGINS;363;345;18;625;59.8;374;40.2;251;0.1;mayor;149;39.8;30.2;9.6;17619864342;809630.5836
332;333;11;113;11303;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;CAPITÁN PRAT;TORTEL;320;303;17;523;54.5;285;45.5;238;0;mayor;119.7;43.3;33.7;9.6;44929437798;12963181.16
333;334;11;114;11401;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;GENERAL CARRERA;CHILE CHICO;2602;2560;42;4865;53.0;2577;47.0;2288;0.8;mayor;112.6;46.1;29.1;17;12245257156;702151.1084
334;335;11;114;11402;REGIÓN DE AYSÉN DEL GENERAL CARLOS IBÁÑEZ DEL CAMPO;GENERAL CARRERA;RÍO IBÁÑEZ;1813;1785;28;2666;54.2;1445;45.8;1221;0.4;mayor;118.3;49;26.6;22.5;12545169350;616637.3947
335;336;12;121;12101;REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA;MAGALLANES;PUNTA ARENAS;50501;50297;204;131592;49.8;65538;50.2;66054;7.4;menor;99.2;44.3;27.2;17.1;50360774878;23890618.42
336;337;12;121;12102;REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA;MAGALLANES;LAGUNA BLANCA;285;274;11;274;69.7;191;30.3;83;0.1;mayor;230.1;38.4;23.7;14.6;9341688956;509762.6828
337;338;12;121;12103;REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA;MAGALLANES;RÍO VERDE;231;204;27;617;84.6;522;15.4;95;0.1;mayor;549.5;8.1;2.3;5.8;25055775219;6348059.241
338;339;12;121;12104;REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA;MAGALLANES;SAN GREGORIO;372;344;28;799;77.5;619;22.5;180;0.1;mayor;343.9;17.5;10;7.5;17994593051;952277.9641
339;340;12;122;12201;REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA;ANTÁRTICA CHILENA;CABO DE HORNOS;762;716;46;2063;57.9;1195;42.1;868;0.1;mayor;137.7;39.3;34.9;4.4;47830572066;20655966.63
340;341;12;122;12202;REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA;ANTÁRTICA CHILENA;ANTÁRTICA;17;9;8;138;91.3;126;8.7;12;0;mayor;1050;6.2;6.2;0;2.45257E+13;54485476.85
341;342;12;123;12301;REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA;TIERRA DEL FUEGO;PORVENIR;3187;3127;60;6801;58.7;3993;41.3;2808;0.9;mayor;142.2;39.2;25.7;13.5;20462072273;898301.3232
342;343;12;123;12302;REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA;TIERRA DEL FUEGO;PRIMAVERA;472;399;73;1158;80.3;930;19.7;228;0.3;mayor;407.9;14.3;9.2;5.1;11662605827;729898.1975
343;344;12;123;12303;REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA;TIERRA DEL FUEGO;TIMAUKEL;214;206;8;405;84.7;343;15.3;62;0;mayor;553.2;15.1;8;7.1;32044560333;2862313.329
344;345;12;124;12401;REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA;ÚLTIMA ESPERANZA;NATALES;9369;9259;110;21477;51.2;10992;48.8;10485;0.4;menor;104.8;46.7;27.8;18.8;1.21366E+11;50997972.19
345;346;12;124;12402;REGIÓN DE MAGALLANES Y DE LA ANTÁRTICA CHILENA;ÚLTIMA ESPERANZA;TORRES DEL PAINE;226;188;38;1209;66.2;800;33.8;409;0.2;mayor;195.6;11.8;4.4;7.4;16607397276;789209.527

